Table 1
,,,,,,,,,,,,,,
,Date,FTSE 100,Date,FTSE-All Share,Date,Gold ,Date,GBP Currency,Date,10 year Britain Bond,Date,3 Month British Bond,,
,,,11/11/2016,3664.05,1/11/2017,975.67,1/12/2017,1.2162,2016-11-11,1.3624,2015-11-02,0.506,,
,,,11/10/2016,3714.9,1/10/2017,975.66,1/11/2017,1.2213,2016-11-10,1.3403,2015-10-30,0.501,,
,,,11/9/2016,3748.41,1/9/2017,971.07,1/10/2017,1.2177,2016-11-09,1.2551,2015-10-29,0.502,,
,,,11/8/2016,3713.78,1/6/2017,954.4,1/9/2017,1.2163,2016-11-08,1.2348,2015-10-28,0.503,,
,,,11/7/2016,3698.65,1/5/2017,950.39,1/6/2017,1.2287,2016-11-07,1.2008,2015-10-27,0.501,,
,,,11/4/2016,3641.91,1/4/2017,944.12,1/5/2017,1.2419,2016-11-04,1.1282,2015-10-26,0.504,,
,,,11/3/2016,3696.21,1/3/2017,946.95,1/4/2017,1.2323,2016-11-03,1.1990,2015-10-23,0.504,,
,,,11/2/2016,3717,1/2/2017,934.36,1/3/2017,1.2237,2016-11-02,1.1682,2015-10-22,0.497,,
,,,11/1/2016,3751.16,12/30/2016,929.48,1/2/2017,1.2278,2016-11-01,1.2788,2015-10-21,0.494,,
,,,10/31/2016,3768.14,12/29/2016,944.49,12/30/2016,1.234,2016-10-31,1.2434,2015-10-20,0.501,,
,,,10/28/2016,3790.3,12/28/2016,933.79,12/29/2016,1.2261,2016-10-28,1.2583,2015-10-19,0.502,,
,,,10/27/2016,3784.02,12/27/2016,928.13,12/28/2016,1.2226,2016-10-27,1.2515,2015-10-16,0.498,,
,,,10/26/2016,3774.38,12/26/2016,922.86,12/27/2016,1.2271,2016-10-26,1.1508,2015-10-15,0.507,,
,,,10/25/2016,3805.76,12/23/2016,922.39,12/26/2016,1.2282,2016-10-25,1.0879,2015-10-14,0.507,,
,,,10/24/2016,3793.87,12/22/2016,918.59,12/23/2016,1.2282,2016-10-24,1.0809,2015-10-13,0.507,,
,,,10/21/2016,3811.19,12/21/2016,915.96,12/22/2016,1.2283,2016-10-21,1.0866,2015-10-12,0.508,,
,,,10/20/2016,3814.33,12/20/2016,915.46,12/21/2016,1.2353,2016-10-20,1.0755,2015-10-09,0.502,,
,,,10/19/2016,3815.23,12/19/2016,918.74,12/20/2016,1.2368,2016-10-19,1.0809,2015-10-08,0.492,,
,,,10/18/2016,3804.24,12/16/2016,908.79,12/19/2016,1.2395,2016-10-18,1.0794,2015-10-07,0.503,,
,,,10/17/2016,3773.94,12/15/2016,908.61,12/16/2016,1.2496,2016-10-17,1.1220,2015-10-06,0.493,,
,,,10/14/2016,3809.91,12/14/2016,909.83,12/15/2016,1.2418,2016-10-14,1.0953,2015-10-05,0.498,,
,,,10/13/2016,3789.92,12/13/2016,915.16,12/14/2016,1.2564,2016-10-13,1.0232,2015-10-02,0.495,,
,,,10/12/2016,3813.99,12/12/2016,917.1,12/13/2016,1.2658,2016-10-12,1.0423,2015-10-01,0.498,,
,,,10/11/2016,3839.02,12/9/2016,922.27,12/12/2016,1.2679,2016-10-11,0.9775,2015-09-30,0.499,,
,,,10/10/2016,3847.71,12/8/2016,930.12,12/9/2016,1.2572,2016-10-10,1.0212,2015-09-29,0.500,,
,,,10/7/2016,3824.76,12/7/2016,929.89,12/8/2016,1.2586,2016-10-07,0.9686,2015-09-28,0.495,,
,,,10/6/2016,3808.59,12/6/2016,922.74,12/7/2016,1.2626,2016-10-06,0.8695,2015-09-25,0.509,,
,,,10/5/2016,3826.53,12/5/2016,919.23,12/6/2016,1.2678,2016-10-05,0.8145,2015-09-24,0.497,,
,,,10/4/2016,3849.1,12/2/2016,924.8,12/5/2016,1.2732,2016-10-04,0.7779,2015-09-23,0.499,,
,,,10/3/2016,3804.58,12/1/2016,930.57,12/2/2016,1.2729,2016-10-03,0.7319,2015-09-22,0.507,,
,,,9/30/2016,3755.34,11/30/2016,938.14,12/1/2016,1.2591,2016-09-30,0.7453,2015-09-21,0.504,,
,,,9/29/2016,3764.23,11/29/2016,951.55,11/30/2016,1.2506,2016-09-29,0.7212,2015-09-18,0.520,,
,,,9/28/2016,3730.65,11/28/2016,961.61,11/29/2016,1.2493,2016-09-28,0.6778,2015-09-17,0.488,,
,,,9/27/2016,3706.83,11/25/2016,948.33,11/28/2016,1.2416,2016-09-27,0.6714,2015-09-16,0.512,,
,,,9/26/2016,3714.32,11/24/2016,949.05,11/25/2016,1.2477,2016-09-26,0.6964,2015-09-15,0.518,,
,,,9/23/2016,3761.85,11/23/2016,954.84,11/24/2016,1.2451,2016-09-23,0.7294,2015-09-14,0.505,,
,,,9/22/2016,3765.14,11/22/2016,975.86,11/23/2016,1.2443,2016-09-22,0.7056,2015-09-11,0.484,,
,,,9/21/2016,3729.17,11/21/2016,971.91,11/22/2016,1.2423,2016-09-21,0.8044,2015-09-10,0.497,,
,,,9/20/2016,3725.65,11/18/2016,978.48,11/21/2016,1.2494,2016-09-20,0.8053,2015-09-09,0.499,,
,,,9/19/2016,3717.61,11/17/2016,979.4,11/18/2016,1.2342,2016-09-19,0.8759,2015-09-08,0.485,,
,,,9/16/2016,3670.86,11/16/2016,984.44,11/17/2016,1.2417,2016-09-16,0.8724,2015-09-07,0.487,,
,,,9/15/2016,3674.94,11/15/2016,986.71,11/16/2016,1.2443,2016-09-15,0.8904,2015-09-04,0.495,,
,,,9/14/2016,3645.8,11/14/2016,977.05,11/15/2016,1.2457,2016-09-14,0.8728,2015-09-03,0.503,,
,,,9/13/2016,3643.41,11/11/2016,973.92,11/14/2016,1.249,2016-09-13,0.9106,2015-09-02,0.503,,
,,,9/12/2016,3661.41,11/10/2016,1002.93,11/11/2016,1.2596,2016-09-12,0.8646,2015-09-01,0.503,,
,,,9/9/2016,3701.38,11/9/2016,1029.91,11/10/2016,1.2555,2016-09-09,0.8581,2015-08-28,0.497,,
,,,9/8/2016,3748.06,11/8/2016,1030.34,11/9/2016,1.2406,2016-09-08,0.7571,2015-08-27,0.499,,
,,,9/7/2016,3737.86,11/7/2016,1033.85,11/8/2016,1.2379,2016-09-07,0.6784,2015-08-26,0.497,,
,,,9/6/2016,3726.47,11/4/2016,1042.47,11/7/2016,1.2396,2016-09-06,0.6600,2015-08-25,0.498,,
,,,9/5/2016,3750.71,11/3/2016,1045.44,11/4/2016,1.2517,2016-09-05,0.7167,2015-08-24,0.497,,
,,,9/2/2016,3756.4,11/2/2016,1053.8,11/3/2016,1.2461,2016-09-02,0.7260,2015-08-21,0.493,,
,,,9/1/2016,3685.63,11/1/2016,1052.39,11/2/2016,1.2304,2016-09-01,0.6671,2015-08-20,0.491,,
,,,8/31/2016,3697.19,10/31/2016,1043.34,11/1/2016,1.2243,2016-08-31,0.6418,2015-08-19,0.490,,
,,,8/30/2016,3718.31,10/28/2016,1046.58,10/31/2016,1.2242,2016-08-30,0.6375,2015-08-18,0.491,,
,,,8/26/2016,3728.71,10/27/2016,1042.69,10/28/2016,1.2185,2016-08-26,0.5636,2015-08-17,0.491,,
,,,8/25/2016,3717.52,10/26/2016,1034.5,10/27/2016,1.2164,2016-08-25,0.5716,2015-08-14,0.490,,
,,,8/24/2016,3730.84,10/25/2016,1045.14,10/26/2016,1.2247,2016-08-24,0.5523,2015-08-13,0.487,,
,,,8/23/2016,3743.52,10/24/2016,1033.14,10/25/2016,1.2188,2016-08-23,0.5431,2015-08-12,0.490,,
,,,8/22/2016,3722.71,10/21/2016,1035.57,10/24/2016,1.2238,2016-08-22,0.5586,2015-08-11,0.490,,
,,,8/19/2016,3735.9,10/20/2016,1032.96,10/21/2016,1.2234,2016-08-19,0.6177,2015-08-10,0.491,,
,,,8/18/2016,3740.27,10/19/2016,1033.05,10/20/2016,1.2254,2016-08-18,0.5491,2015-08-07,0.480,,
,,,8/17/2016,3731.81,10/18/2016,1026.65,10/19/2016,1.2285,2016-08-17,0.5619,2015-08-06,0.504,,
,,,8/16/2016,3748.86,10/17/2016,1030.84,10/18/2016,1.2298,2016-08-16,0.5839,2015-08-05,0.502,,
,,,8/15/2016,3773.93,10/14/2016,1026.4,10/17/2016,1.2183,2016-08-15,0.5299,2015-08-04,0.505,,
,,,8/12/2016,3762.03,10/13/2016,1026.62,10/14/2016,1.2191,2016-08-12,0.5168,2015-08-03,0.507,,
,,,8/11/2016,3757.32,10/12/2016,1028.25,10/13/2016,1.2254,2016-08-11,0.5365,2015-07-31,0.480,,
,,,8/10/2016,3732.38,10/11/2016,1033.33,10/12/2016,1.2204,2016-08-10,0.5261,2015-07-30,0.486,,
,,,8/9/2016,3724.84,10/10/2016,1018.91,10/11/2016,1.2123,2016-08-09,0.5813,2015-07-29,0.486,,
,,,8/8/2016,3700.89,10/7/2016,1010.75,10/10/2016,1.2362,2016-08-08,0.6103,2015-07-28,0.485,,
,,,8/5/2016,3690.81,10/6/2016,994.32,10/7/2016,1.2434,2016-08-05,0.6704,2015-07-27,0.471,,
,,,8/4/2016,3659.12,10/5/2016,993.71,10/6/2016,1.2616,2016-08-04,0.6419,2015-07-24,0.466,,
,,,8/3/2016,3603.96,10/4/2016,1006.46,10/5/2016,1.2749,2016-08-03,0.8014,2015-07-23,0.486,,
,,,8/2/2016,3610.93,10/3/2016,1021.65,10/4/2016,1.2728,2016-08-02,0.8071,2015-07-22,0.486,,
,,,8/1/2016,3635.5,9/30/2016,1014.09,10/3/2016,1.2842,2016-08-01,0.7291,2015-07-21,0.500,,
,,,7/29/2016,3653.83,9/29/2016,1018.3,9/30/2016,1.2972,2016-07-29,0.6839,2015-07-20,0.488,,
,,,7/28/2016,3651.13,9/28/2016,1015.47,9/29/2016,1.2968,2016-07-28,0.7114,2015-07-17,0.489,,
,,,7/27/2016,3663.95,9/27/2016,1019.07,9/28/2016,1.3019,2016-07-27,0.7367,2015-07-16,0.493,,
,,,7/26/2016,3644.5,9/26/2016,1031.16,9/27/2016,1.3023,2016-07-26,0.8210,2015-07-15,0.493,,
,,,7/25/2016,3639.01,9/23/2016,1031.6,9/26/2016,1.2975,2016-07-25,0.8089,2015-07-14,0.487,,
,,,7/22/2016,3643.8,9/22/2016,1022.3,9/23/2016,1.2966,2016-07-22,0.7963,2015-07-13,0.472,,
,,,7/21/2016,3633.12,9/21/2016,1024.59,9/22/2016,1.3078,2016-07-21,0.8326,2015-07-10,0.481,,
,,,7/20/2016,3644.05,9/20/2016,1012.38,9/21/2016,1.3032,2016-07-20,0.8335,2015-07-09,0.485,,
,,,7/19/2016,3625.96,9/19/2016,1007.81,9/20/2016,1.2988,2016-07-19,0.7990,2015-07-08,0.480,,
,,,7/18/2016,3623.23,9/16/2016,1007.78,9/19/2016,1.303,2016-07-18,0.8230,2015-07-07,0.484,,
,,,7/15/2016,3606.72,9/15/2016,993.12,9/16/2016,1.3002,2016-07-15,0.8325,2015-07-06,0.483,,
,,,7/14/2016,3602.28,9/14/2016,999.5,9/15/2016,1.3239,2016-07-14,0.7920,2015-07-03,0.481,,
,,,7/13/2016,3607.61,9/13/2016,999.37,9/14/2016,1.3235,2016-07-13,0.7434,2015-07-02,0.478,,
,,,7/12/2016,3613.66,9/12/2016,995.64,9/13/2016,1.3193,2016-07-12,0.8271,2015-07-01,0.481,,
,,,7/11/2016,3611.02,9/9/2016,1000.73,9/12/2016,1.3337,2016-07-11,0.7571,2015-06-30,0.479,,
,,,7/8/2016,3550.17,9/8/2016,1006.52,9/9/2016,1.3267,2016-07-08,0.7337,2015-06-29,0.483,,
,,,7/7/2016,3515.12,9/7/2016,1008.21,9/8/2016,1.3295,2016-07-07,0.7788,2015-06-26,0.477,,
,,,7/6/2016,3475.79,9/6/2016,1004.39,9/7/2016,1.3341,2016-07-06,0.7636,2015-06-25,0.480,,
,,,7/5/2016,3514.46,9/5/2016,997.53,9/6/2016,1.344,2016-07-05,0.7696,2015-06-24,0.481,,
,,,7/4/2016,3518.96,9/2/2016,996.85,9/5/2016,1.3304,2016-07-04,0.8310,2015-06-23,0.478,,
,,,7/1/2016,3555.45,9/1/2016,990.3,9/2/2016,1.3294,2016-07-01,0.8609,2015-06-22,0.476,,
,,,6/30/2016,3515.45,8/31/2016,996.14,9/1/2016,1.3268,2016-06-30,0.8645,2015-06-19,0.474,,
,,,6/29/2016,3441.62,8/30/2016,1002.33,8/31/2016,1.3138,2016-06-29,0.9472,2015-06-18,0.469,,
,,,6/28/2016,3326.28,8/29/2016,1009.7,8/30/2016,1.308,2016-06-28,0.9594,2015-06-17,0.470,,
,,,6/27/2016,3237.54,8/26/2016,1005.63,8/29/2016,1.3106,2016-06-27,0.9326,2015-06-16,0.468,,
,,,6/24/2016,3348.58,8/25/2016,1002.25,8/26/2016,1.3137,2016-06-24,1.0838,2015-06-15,0.471,,
,,,6/23/2016,3481.74,8/24/2016,1000.68,8/25/2016,1.3192,2016-06-23,1.3722,2015-06-12,0.454,,
,,,6/22/2016,3437.09,8/23/2016,1013.45,8/24/2016,1.3232,2016-06-22,1.3114,2015-06-11,0.456,,
,,,6/21/2016,3419.35,8/22/2016,1019.34,8/23/2016,1.3198,2016-06-21,1.2853,2015-06-10,0.456,,
,,,6/20/2016,3409.01,8/19/2016,1025.93,8/22/2016,1.3137,2016-06-20,1.2373,2015-06-09,0.456,,
,,,6/17/2016,3309.39,8/18/2016,1027.02,8/19/2016,1.3075,2016-06-17,1.1429,2015-06-08,0.457,,
,,,6/16/2016,3263.43,8/17/2016,1034.28,8/18/2016,1.3168,2016-06-16,1.1087,2015-06-05,0.452,,
,,,6/15/2016,3281.41,8/16/2016,1031.9,8/17/2016,1.3042,2016-06-15,1.1188,2015-06-04,0.450,,
,,,6/14/2016,3259.74,8/15/2016,1039.82,8/16/2016,1.3046,2016-06-14,1.1424,2015-06-03,0.453,,
,,,6/13/2016,3325.95,8/12/2016,1034.25,8/15/2016,1.288,2016-06-13,1.2080,2015-06-02,0.456,,
,,,6/10/2016,3366.91,8/11/2016,1033.23,8/12/2016,1.292,2016-06-10,1.2309,2015-06-01,0.457,,
,,,6/9/2016,3428.36,8/10/2016,1035.12,8/11/2016,1.2956,2016-06-09,1.2418,2015-05-29,0.432,,
,,,6/8/2016,3461.66,8/9/2016,1031.15,8/10/2016,1.301,2016-06-08,1.2523,2015-05-28,0.436,,
,,,6/7/2016,3454.09,8/8/2016,1023.85,8/9/2016,1.3003,2016-06-07,1.2655,2015-05-27,0.447,,
,,,6/6/2016,3448.53,8/5/2016,1022.28,8/8/2016,1.304,2016-06-06,1.2787,2015-05-26,0.462,,
,,,6/3/2016,3416.1,8/4/2016,1038.61,8/5/2016,1.3073,2016-06-03,1.2756,2015-05-22,0.437,,
,,,6/2/2016,3406.05,8/3/2016,1019.18,8/4/2016,1.3107,2016-06-02,1.3433,2015-05-21,0.436,,
,,,6/1/2016,3407.91,8/2/2016,1021.03,8/3/2016,1.3325,2016-06-01,1.3720,2015-05-20,0.444,,
,,,5/31/2016,3429.77,8/1/2016,1026.76,8/2/2016,1.3357,2016-05-31,1.4280,2015-05-19,0.440,,
,,,5/27/2016,3448.45,7/29/2016,1021.38,8/1/2016,1.3179,2016-05-27,1.4346,2015-05-18,0.441,,
,,,5/26/2016,3444.78,7/28/2016,1014.85,7/29/2016,1.323,2016-05-26,1.4141,2015-05-15,0.444,,
,,,5/25/2016,3444.81,7/27/2016,1013.36,7/28/2016,1.3164,2016-05-25,1.4545,2015-05-14,0.441,,
,,,5/24/2016,3421.93,7/26/2016,1005.7,7/27/2016,1.3223,2016-05-24,1.4704,2015-05-13,0.433,,
,,,5/23/2016,3382.15,7/25/2016,1001.24,7/26/2016,1.313,2016-05-23,1.4480,2015-05-12,0.448,,
,,,5/20/2016,3387.22,7/22/2016,1009.2,7/25/2016,1.314,2016-05-20,1.4507,2015-05-11,0.450,,
,,,5/19/2016,3334.79,7/21/2016,1006.15,7/22/2016,1.3109,2016-05-19,1.4379,2015-05-08,0.423,,
,,,5/18/2016,3390.18,7/20/2016,996.46,7/21/2016,1.3233,2016-05-18,1.4372,2015-05-07,0.447,,
,,,5/17/2016,3390.29,7/19/2016,1015.93,7/20/2016,1.3208,2016-05-17,1.3692,2015-05-06,0.447,,
,,,5/16/2016,3377.83,7/18/2016,1002.39,7/19/2016,1.3111,2016-05-16,1.3936,2015-05-05,0.456,,
,,,5/13/2016,3370.33,7/15/2016,1014.34,7/18/2016,1.3255,2016-05-13,1.3754,2015-05-01,0.413,,
,,,5/12/2016,3355.5,7/14/2016,1000.66,7/15/2016,1.3192,2016-05-12,1.4032,2015-04-30,0.416,,
,,,5/11/2016,3383.64,7/13/2016,1021.18,7/14/2016,1.3343,2016-05-11,1.3911,2015-04-29,0.415,,
,,,5/10/2016,3380.82,7/12/2016,1006.71,7/13/2016,1.3147,2016-05-10,1.4024,2015-04-28,0.416,,
,,,5/9/2016,3360.82,7/11/2016,1042.85,7/12/2016,1.3247,2016-05-09,1.4098,2015-04-27,0.420,,
,,,5/6/2016,3364.24,7/8/2016,1054.88,7/11/2016,1.2998,2016-05-06,1.4167,2015-04-24,0.435,,
,,,5/5/2016,3361.04,7/7/2016,1054.2,7/8/2016,1.2954,2016-05-05,1.4641,2015-04-23,0.438,,
,,,5/4/2016,3358.69,7/6/2016,1054.7,7/7/2016,1.2908,2016-05-04,1.5249,2015-04-22,0.439,,
,,,5/3/2016,3393.97,7/5/2016,1041.62,7/6/2016,1.2931,2016-05-03,1.5273,2015-04-21,0.437,,
,,,4/29/2016,3421.7,7/4/2016,1016.59,7/5/2016,1.3022,2016-04-29,1.5950,2015-04-20,0.439,,
,,,4/28/2016,3466.4,7/1/2016,1010.86,7/4/2016,1.3287,2016-04-28,1.6070,2015-04-17,0.433,,
,,,4/27/2016,3466.14,6/30/2016,993.06,7/1/2016,1.3267,2016-04-27,1.6259,2015-04-16,0.434,,
,,,4/26/2016,3445.67,6/29/2016,981.03,6/30/2016,1.3311,2016-04-26,1.6584,2015-04-15,0.436,,
,,,4/25/2016,3436.3,6/28/2016,983.12,6/29/2016,1.3429,2016-04-25,1.6074,2015-04-14,0.436,,
,,,4/22/2016,3455.51,6/27/2016,1001.51,6/28/2016,1.3344,2016-04-22,1.5987,2015-04-13,0.436,,
,,,4/21/2016,3490.63,6/24/2016,961.55,6/27/2016,1.3225,2016-04-21,1.5902,2015-04-10,0.413,,
,,,4/20/2016,3504.16,6/23/2016,844.77,6/24/2016,1.3679,2016-04-20,1.4808,2015-04-09,0.439,,
,,,4/19/2016,3502.7,6/22/2016,860.9,6/23/2016,1.4877,2016-04-19,1.5066,2015-04-08,0.435,,
,,,4/18/2016,3474.23,6/21/2016,865.46,6/22/2016,1.4707,2016-04-18,1.4771,2015-04-07,0.448,,
,,,4/15/2016,3470.96,6/20/2016,878.45,6/21/2016,1.4652,2016-04-15,1.4132,2015-04-02,0.434,,
,,,4/14/2016,3483.41,6/17/2016,904.44,6/20/2016,1.4698,2016-04-14,1.4493,2015-03-27,0.434,,
,,,4/13/2016,3483.97,6/16/2016,900.18,6/17/2016,1.4358,2016-04-13,1.4222,2015-03-26,0.433,,
,,,4/12/2016,3421.51,6/15/2016,909.36,6/16/2016,1.4203,2016-04-12,1.4407,2015-03-25,0.432,,
,,,4/11/2016,3401.97,6/14/2016,911.12,6/15/2016,1.4204,2016-04-11,1.3926,2015-03-24,0.432,,
,,,4/8/2016,3405.37,6/13/2016,899.49,6/14/2016,1.4114,2016-04-08,1.3621,2015-03-23,0.431,,
,,,4/7/2016,3370.98,6/10/2016,893.83,6/13/2016,1.427,2016-04-07,1.3271,2015-03-20,0.421,,
,,,4/6/2016,3387.31,6/9/2016,878.21,6/10/2016,1.4257,2016-04-06,1.3796,2015-03-19,0.428,,
,,,4/5/2016,3350.68,6/8/2016,870.29,6/9/2016,1.4458,2016-04-05,1.3742,2015-03-18,0.430,,
,,,4/4/2016,3387.53,6/7/2016,855.19,6/8/2016,1.4504,2016-04-04,1.4272,2015-03-17,0.431,,
,,,4/1/2016,3379.36,6/6/2016,862.42,6/7/2016,1.4545,2016-04-01,1.4077,2015-03-16,0.433,,
,,,3/31/2016,3395.19,6/3/2016,857.19,6/6/2016,1.4442,2016-03-31,1.4137,2015-03-13,0.418,,
,,,3/30/2016,3408.9,6/2/2016,839.63,6/3/2016,1.4518,2016-03-30,1.4332,2015-03-12,0.416,,
,,,3/29/2016,3358.47,6/1/2016,841.26,6/2/2016,1.4423,2016-03-29,1.4098,2015-03-11,0.424,,
,,,3/24/2016,3355.54,5/31/2016,839.12,6/1/2016,1.4416,2016-03-24,1.4515,2015-03-10,0.428,,
,,,3/23/2016,3403.59,5/30/2016,823.08,5/31/2016,1.4483,2016-03-23,1.4480,2015-03-09,0.428,,
,,,3/22/2016,3402.24,5/27/2016,829.2,5/30/2016,1.464,2016-03-22,1.4554,2015-03-06,0.427,,
,,,3/21/2016,3396.95,5/26/2016,831.47,5/27/2016,1.4623,2016-03-21,1.4760,2015-03-05,0.428,,
,,,3/18/2016,3400.91,5/25/2016,833.13,5/26/2016,1.467,2016-03-18,1.4474,2015-03-04,0.426,,
,,,3/17/2016,3403.47,5/24/2016,838.41,5/25/2016,1.4697,2016-03-17,1.4539,2015-03-03,0.423,,
,,,3/16/2016,3388.66,5/23/2016,862.43,5/24/2016,1.4636,2016-03-16,1.5222,2015-03-02,0.421,,
,,,3/15/2016,3368.61,5/20/2016,863.39,5/23/2016,1.4484,2016-03-15,1.5354,2015-02-27,0.381,,
,,,3/14/2016,3386.05,5/19/2016,858.63,5/20/2016,1.4502,2016-03-14,1.5503,2015-02-26,0.370,,
,,,3/11/2016,3367.52,5/18/2016,862.03,5/19/2016,1.4611,2016-03-11,1.5741,2015-02-25,0.371,,
,,,3/10/2016,3314.2,5/17/2016,884.26,5/18/2016,1.4599,2016-03-10,1.5368,2015-02-24,0.387,,
,,,3/9/2016,3369.93,5/16/2016,884.56,5/17/2016,1.4463,2016-03-09,1.4686,2015-02-23,0.386,,
,,,3/8/2016,3362.78,5/13/2016,886.8,5/16/2016,1.4402,2016-03-08,1.3835,2015-02-20,0.359,,
,,,3/7/2016,3394.68,5/12/2016,874.49,5/13/2016,1.4365,2016-03-07,1.4790,2015-02-19,0.350,,
,,,3/4/2016,3405.27,5/11/2016,884.14,5/12/2016,1.4451,2016-03-04,1.4831,2015-02-18,0.351,,
,,,3/3/2016,3367.83,5/10/2016,876.48,5/11/2016,1.4448,2016-03-03,1.4295,2015-02-17,0.347,,
,,,3/2/2016,3373.43,5/9/2016,877.26,5/10/2016,1.4442,2016-03-02,1.4607,2015-02-16,0.345,,
,,,3/1/2016,3377.18,5/6/2016,893.32,5/9/2016,1.4407,2016-03-01,1.3959,2015-02-13,0.388,,
,,,2/29/2016,3345.84,5/5/2016,882.11,5/6/2016,1.4427,2016-02-29,1.3355,2015-02-12,0.396,,
,,,2/26/2016,3343.99,5/4/2016,882.68,5/5/2016,1.4485,2016-02-26,1.3975,2015-02-11,0.398,,
,,,2/25/2016,3300.6,5/3/2016,885.09,5/4/2016,1.4496,2016-02-25,1.3626,2015-02-10,0.396,,
,,,2/24/2016,3226.48,5/2/2016,880.14,5/3/2016,1.4535,2016-02-24,1.3597,2015-02-09,0.391,,
,,,2/23/2016,3272.68,4/29/2016,885.25,5/2/2016,1.4673,2016-02-23,1.4325,2015-02-06,0.377,,
,,,2/22/2016,3307.99,4/28/2016,866.78,4/29/2016,1.4612,2016-02-22,1.3927,2015-02-05,0.395,,
,,,2/19/2016,3263.91,4/27/2016,856.65,4/28/2016,1.4609,2016-02-19,1.4131,2015-02-04,0.377,,
,,,2/18/2016,3274.17,4/26/2016,852.68,4/27/2016,1.4543,2016-02-18,1.4439,2015-02-03,0.379,,
,,,2/17/2016,3298.28,4/25/2016,854.74,4/26/2016,1.4582,2016-02-17,1.4791,2015-02-02,0.378,,
,,,2/16/2016,3208.28,4/22/2016,855.93,4/25/2016,1.4482,2016-02-16,1.4387,2015-01-30,0.345,,
,,,2/15/2016,3192.1,4/21/2016,871.39,4/22/2016,1.4403,2016-02-15,1.4290,2015-01-29,0.388,,
,,,2/12/2016,3129.63,4/20/2016,868.07,4/21/2016,1.4323,2016-02-12,1.4122,2015-01-28,0.380,,
,,,2/11/2016,3046.53,4/19/2016,868.46,4/20/2016,1.4332,2016-02-11,1.3026,2015-01-27,0.380,,
,,,2/10/2016,3118.57,4/18/2016,862.93,4/19/2016,1.4398,2016-02-10,1.4115,2015-01-26,0.381,,
,,,2/9/2016,3093.67,4/15/2016,868.85,4/18/2016,1.4278,2016-02-09,1.4111,2015-01-23,0.358,,
,,,2/8/2016,3126.95,4/14/2016,867.19,4/15/2016,1.4202,2016-02-08,1.4104,2015-01-22,0.382,,
,,,2/5/2016,3215.11,4/13/2016,874.83,4/14/2016,1.4155,2016-02-05,1.5580,2015-01-21,0.373,,
,,,2/4/2016,3240.06,4/12/2016,879.6,4/13/2016,1.4204,2016-02-04,1.5653,2015-01-20,0.414,,
,,,2/3/2016,3209.11,4/11/2016,883.31,4/12/2016,1.4275,2016-02-03,1.5312,2015-01-19,0.418,,
,,,2/2/2016,3257.66,4/8/2016,878.39,4/11/2016,1.4239,2016-02-02,1.5415,2015-01-16,0.391,,
,,,2/1/2016,3325.54,4/7/2016,882.52,4/8/2016,1.4128,2016-02-01,1.6204,2015-01-15,0.399,,
,,,1/29/2016,3335.9,4/6/2016,865.59,4/7/2016,1.4056,2016-01-29,1.5588,2015-01-14,0.403,,
,,,1/28/2016,3258.27,4/5/2016,869.51,4/6/2016,1.4123,2016-01-28,1.6690,2015-01-13,0.399,,
,,,1/27/2016,3286.57,4/4/2016,852.07,4/5/2016,1.4161,2016-01-27,1.7093,2015-01-12,0.426,,
,,,1/26/2016,3248.36,4/1/2016,859.14,4/4/2016,1.4264,2016-01-26,1.6915,2015-01-09,0.432,,
,,,1/25/2016,3232.59,3/31/2016,858.4,4/1/2016,1.4227,2016-01-25,1.6857,2015-01-08,0.441,,
,,,1/22/2016,3241.5,3/30/2016,851.98,3/31/2016,1.436,2016-01-22,1.7095,2015-01-07,0.441,,
,,,1/21/2016,3174.33,3/29/2016,863.59,3/30/2016,1.4378,2016-01-21,1.6691,2015-01-06,0.443,,
,,,1/20/2016,3123.43,3/28/2016,857.16,3/29/2016,1.4384,2016-01-20,1.6204,2015-01-05,0.445,,
,,,1/19/2016,3231.53,3/25/2016,861.14,3/28/2016,1.4254,2016-01-19,1.6976,2015-01-02,0.436,,
,,,1/18/2016,3183.92,3/24/2016,859.9,3/25/2016,1.4132,2016-01-18,1.6904,2014-12-31,0.412,,
,,,1/15/2016,3202.33,3/23/2016,864.26,3/24/2016,1.4153,2016-01-15,1.6611,2014-12-30,0.428,,
,,,1/14/2016,3262.61,3/22/2016,878.54,3/23/2016,1.4117,2016-01-14,1.7303,2014-12-29,0.425,,
,,,1/13/2016,3292.6,3/21/2016,865.48,3/22/2016,1.4208,2016-01-13,1.7401,2014-12-24,0.410,,
,,,1/12/2016,3277.84,3/18/2016,867.18,3/21/2016,1.4369,2016-01-12,1.7463,2014-12-23,0.424,,
,,,1/11/2016,3251.72,3/17/2016,868.61,3/18/2016,1.4476,2016-01-11,1.7763,2014-12-22,0.406,,
,,,1/8/2016,3272.61,3/16/2016,884.97,3/17/2016,1.4482,2016-01-08,1.7685,2014-12-19,0.410,,
,,,1/7/2016,3293.3,3/15/2016,870.89,3/16/2016,1.4259,2016-01-07,1.8020,2014-12-18,0.437,,
,,,1/6/2016,3356,3/14/2016,863.6,3/15/2016,1.4151,2016-01-06,1.7920,2014-12-17,0.427,,
,,,1/5/2016,3389.41,3/11/2016,868.9,3/14/2016,1.4302,2016-01-05,1.8730,2014-12-16,0.439,,
